img_path|caption|noun
dev-296-3-img1|a dining table, chairs, glasses, plates, forks, knives, wall hangings, wall, lights, chandelier, floor and a person|Table
dev-163-3-img0|a mobile phone|Phone
dev-120-1-img0|mobile phones|Mobile phones
dev-163-3-img1|A handheld game console with a keyboard and screen. The keyboard is black, with white letters and grey buttons. The screen is square, displaying a game of fish. The game has a start button and a select button. There is also a menu button on the phone. The phone is red and black, with a silver camera lens on the top. The game is purple, and the letters on the screen are white|Keyboard
dev-163-3-img1|A handheld game console with a keyboard and screen. The keyboard is black, with white letters and grey buttons. The screen is square, displaying a game of fish. The game has a start button and a select button. There is also a menu button on the phone. The phone is red and black, with a silver camera lens on the top. The game is purple, and the letters on the screen are white|Game Console
dev-163-3-img1|A handheld game console with a keyboard and screen. The keyboard is black, with white letters and grey buttons. The screen is square, displaying a game of fish. The game has a start button and a select button. There is also a menu button on the phone. The phone is red and black, with a silver camera lens on the top. The game is purple, and the letters on the screen are white|Game Console
dev-166-2-img0|Three black and brown dogs sit comfortably in a light blue bowl, their tails wagging. One puppy has its mouth open, its tongue lolling out, and its black ear perked up. The leaves are green, and the plants in the background are lush. The bowl is placed on a green hedge, and the grass behind the tub is lush. The dogs are furry, and their eyes are closed. The bowl is color blue, and the puppies are color black and brown|Dogs
dev-166-1-img1|Black and brown puppies sit in a cage, their eyes open and black. The cage bars are metal, and the blanket is white. The dogs are three in number, and the ribbon on the dog's neck is red. The eye of the dog is surrounded by brown fur, and the nose is black. The cage is silver, and the dogs are tied together. The dog is wearing a red ribbon and looking to the left. The dogs are black and brown, and the spot is brown|Puppies
dev-150-1-img1|Four puppies are sitting in the grass. Two of them are fighting|Puppies
dev-166-0-img1|a dog and toys on the bed|Dog
dev-106-2-img0|A group of men lie on a bed, piled high with pillows. The bed is in a room with a brown dresser and a window. A dark green wall is on one side of the room. The men are wearing various clothes, including black pants, white shirts, and suits. Some of the men are wearing eyeglasses, hats, and bandanas. The pillows are white. The window is in the background|Pillows
dev-106-2-img1|a bed on which there are some pillows and at the background of the image there is a wall and a poster|Bed
dev-184-0-img1|A woman walks her black Doberman dog through a field, the sky is dark and cloudy. The woman has long black hair and is wearing a black coat, black boots, and a red and black belt. The dog has a dark head and a red collar. The woman is holding a red leash and the rope is tied to the dog's collar. The field has short green grass and the sky is filled with dark clouds. The woman is looking back at the camera and the dog is standing up|Dog
dev-546-3-img1|a dog sitting on the ground. We can also see a ball, grass, a fence and a rope|Puppies
dev-166-2-img0|Three black and brown dogs sit comfortably in a light blue bowl, their tails wagging. One puppy has its mouth open, its tongue lolling out, and its black ear perked up. The leaves are green, and the plants in the background are lush. The bowl is placed on a green hedge, and the grass behind the tub is lush. The dogs are furry, and their eyes are closed. The bowl is color blue, and the puppies are color black and brown|Dogs
dev-471-1-img0|A bed sits beneath a set of stairs, adorned with four pillows and a plaid blanket. A brown chair with a pillow sits nearby, while a clock hangs on the wall, its roman numerals being black. The clock frame is black, and the hands are black. The stairs are carpeted, and the railing on the side of the staircase is wooden. A black book lies on the bed, and a blanket covers the bed. The door is open, and a black metal door handle protrudes from the wall. The banister is brown, and the stairs lead upstairs|Bed
dev-426-0-img0|a sofa with pillows. We can also see a book, a box and a flower vase on a table. On the backside we can see a frame on a wall|Sofa
dev-811-0-img1|a sofa with a pillow on it, carpet on the floor, lamp, flower vase, photo frames and some objects on the table, windows with curtains and walls|Sofa
dev-166-2-img0|Three black and brown dogs sit comfortably in a light blue bowl, their tails wagging. One puppy has its mouth open, its tongue lolling out, and its black ear perked up. The leaves are green, and the plants in the background are lush. The bowl is placed on a green hedge, and the grass behind the tub is lush. The dogs are furry, and their eyes are closed. The bowl is color blue, and the puppies are color black and brown|Puppy
dev-166-2-img0|Three black and brown dogs sit comfortably in a light blue bowl, their tails wagging. One puppy has its mouth open, its tongue lolling out, and its black ear perked up. The leaves are green, and the plants in the background are lush. The bowl is placed on a green hedge, and the grass behind the tub is lush. The dogs are furry, and their eyes are closed. The bowl is color blue, and the puppies are color black and brown|Dogs
dev-167-0-img0|a dog. In the background of the image there are tables, chairs, windows, wall, television, speakers, toys and other objects. At the bottom of the image there is the floor|Dog
dev-167-2-img1|A grey dog stands proudly in a field of lush green grass. Its tail swats playfully against the grass, while its black nose sniffs the air. The dog's red collar and silver tag are visible, as it stands tall, its ears perked up. The greyhound's leg extends gracefully, and its tail twitches with anticipation. The tree trunk in the ground provides a backdrop for this scene, while the brown tree trunks in the distance add a sense of depth. The wooden fence in the background creates a sense of enclosure, and the dirt on the ground beneath the dog's paws is visible|Dog
dev-205-1-img1|two dogs tied with the belts. In the background we can see people, grass and a person's leg|Dogs
dev-571-2-img1|a group of dogs on the ground. We can also see some plants, grass and a wall|Dogs
dev-448-2-img1|a tent, toys, mat, floor, wooden wall, chair and windows|Playroom
dev-608-3-img1|a sofa set, person standing on the floor, glass doors through which we can see a person standing on the floor, grass, plants, trees, buildings and sky|Sofa
dev-106-2-img1|a bed on which there are some pillows and at the background of the image there is a wall and a poster|Bedding
dev-106-2-img1|a bed on which there are some pillows and at the background of the image there is a wall and a poster|Bed
dev-106-2-img1|a bed on which there are some pillows and at the background of the image there is a wall and a poster|Bed
dev-108-2-img1|A pug dog running in a green grass field|Pugs
dev-205-0-img1|A small grey dog stands proudly on a white surface, its dark eyes shining. The puppy has black ears, a black nose, and black paws. Its fur is black, and its legs are standing firmly. The dog's face is black, and its neck is long. The puppy is wearing a collar and is standing in front of a brown wall. The wall is dark brown, and the floor is white. The dog's white leg is visible, and its white chest is prominent. The puppy has a black spot on its leg and a white spot on its chest. The dog's ear is floppy, and its nose is black. The dog is standing on its front legs, and its black nose is prominent|Puppy
dev-167-0-img0|a dog. In the background of the image there are tables, chairs, windows, wall, television, speakers, toys and other objects. At the bottom of the image there is the floor|Dog
dev-167-0-img0|a dog. In the background of the image there are tables, chairs, windows, wall, television, speakers, toys and other objects. At the bottom of the image there is the floor|Dog
dev-167-0-img0|a dog. In the background of the image there are tables, chairs, windows, wall, television, speakers, toys and other objects. At the bottom of the image there is the floor|Dog
dev-167-1-img1|two dogs running on the ground. In the background we can see a fence and a car|Dogs
dev-3-1-img1|two hyenas eating an animal. Here we can see the grass|Hyenas
dev-108-3-img0|two dogs running on the ground. In the background we can see plants and grass|Dogs
dev-108-0-img0|a dog running on the ground. In the background we can see people standing|Dog
dev-712-3-img0|A man in a pug mask holds a pug dog. The man has a pug face mask and a pug nose. There is a picture on the wall and a framed artwork on the wall. The ceiling light is on. The dog's tongue is out. The dog's ear is missing. The man's hand is on the dog. The dog's eye is closed. The man's tongue is out. The man's ear is missing. The shirt has a pug face. There is a row of books on the shelf. The ceiling light is on. The picture on the wall is framed. The dog has a black nose. The dog's tongue is out. The man is holding the dog. The dog's ear is missing. The man's finger is on the dog. The dog's eye is closed|Pug
dev-1000-1-img0|towels, soap bottle and a bowl placed on the table. In the background we can see windows|Bowl
dev-996-2-img0|a woman sitting on the bed. We can also see a bed sheet, pillows, a bed lamp, curtains, a photo frame on a wall and a roof|Bed
dev-996-3-img0|a bed with a bed sheet and a pillow. We can also see a green color net, a table with a flower vase on it, a chair, a flower vase on a stand, a cupboard with drawers, a photo frame on a wall and a window|Cupboard
dev-181-1-img0|a dog on the ground|Dog
dev-586-1-img0|a group of animals on the ground. In the background, we can see a building with windows|Pet
dev-167-3-img0|a person and a dog. In the background of the image there is a mesh, grass, plants, trees, stones and other objects. At the bottom of the image there is the grass and wooden sticks. On the right side of the image there is a person's leg|Dog
dev-108-1-img0|a dog running on the ground. In the background we can see trees and a person|Dog
dev-293-0-img1|Two dogs, dressed in costumes, stand on a brown wooden bench in a yard with green grass and leaves. One dog wears a pink dress and white collar, while the other wears a tuxedo and black hat. The dogs have big black eyes and brown front legs. The bench is in front of a wooden fence made of brown wood. The dogs are standing on a brown wooden bench and part of a ground. The right dog has a white pearl collar and the left dog has a black top hat. The right dog has a left black eye and the left dog has a right black eye. The dogs are wearing dresses and the photo was taken during the day|Dogs
dev-108-2-img1|A pug dog running in a green grass field|Dog
dev-996-1-img0|a bed with pillows and a bed sheet. We can also see a flower vase, a lamp, a photo frame, a table fan, a flower vase, a curtain, a plant and a wall|Bed
dev-384-1-img0|a bed with pillows and a toy on it. We can also see a carpet, a doll on a chair, a curtain, a lamp, a toy house and a wall|Bed
dev-134-1-img1|A cozy bedroom with a comfortable bed, chair, and ottoman. The bed is adorned with fluffy pillows and a white comforter. The room is lit by warm light from the bedside lamp and the lamp on the end table. The curtains are drawn, revealing a view of the land. The chair and ottoman are white, while the bed frame and headboard are black. The room has a neutral color scheme, with accents of gold and brass|Bedroom
dev-108-2-img1|A pug dog running in a green grass field|Dog
dev-108-2-img1|A pug dog running in a green grass field|Pug
dev-108-3-img1|a group of dogs running on the ground. In the background, we can see a few people standing and trees|Dog
dev-885-1-img1|a dog with a belt. We can see a person's leg and a shoe. In the background, we can see the grass|Dog
dev-167-1-img1|two dogs running on the ground. In the background we can see a fence and a car|Dogs
dev-167-1-img1|two dogs running on the ground. In the background we can see a fence and a car|Dogs
dev-1000-1-img0|towels, soap bottle and a bowl placed on the table. In the background we can see windows|Bowl
dev-1000-1-img0|towels, soap bottle and a bowl placed on the table. In the background we can see windows|Bowl
dev-1000-1-img0|towels, soap bottle and a bowl placed on the table. In the background we can see windows|Bowl
dev-1001-1-img1|a person sitting on the sled, there are some dogs, there are some people standing, there is a house, there are some trees, flags, poles, boards, also we can see the sky|Person
dev-537-1-img1|a man wearing a vest that says 32 on it is holding a leash with a dog|Dog
dev-20-1-img0|A man wearing a gray vest and a hat pulled over his eyes rides a dog sled across snow-covered ground. The ground is covered in snow, and the trees are also covered in snow. Three dogs are in front of the man, and snow is falling. The man is holding the reins and has a red pack strapped on. The dogs are white and black, and the man is dressed in a dark-colored coat|Sled
dev-504-1-img0|A white dog with a black head and a blue collar sits on the green grass, its front legs extended and its back legs relaxed. The dog's eyes are light, and its nose is black. A man wearing tan shorts and cargo pants stands next to the dog, his leg extended and his back legs straight. The man has a black spot on his arm and a patch of dark hair on his head. The dog's ears are black, and its tail is white. The dog's collar is blue, and the leash is attached to its collar. The grass is green and visible, and there are small white flowers in the grass|Dog
dev-108-0-img1|a dog on the ground. We can also see some people holding the dog belts, a dog, grass, a group of trees, a building and the sky|Dog
dev-31-1-img0|A pack of huskies pulling a sled through a snowy landscape. A white dog is prominently featured in the foreground, its light blue eyes shining. The dog's nose is black, and its mouth is open in a determined expression. The dog's collar is red, and its harness is worn securely. The sled is red, and the pack of dogs is harnessed together. The snow on the ground is white, and the sky is clear. The dog's ears are perked up, and its tongue is pink. The dog's front left paw is extended forward, and its front right paw is on the snow. The dog is pulling the sled with a strong look on its face|Huskies
dev-1020-3-img1|dogs. In the background of the image there are plants, grass and other objects. At the bottom of the image there is the ground. At the top of the image there is the sky|Dogs
dev-537-3-img1|a person sitting on the sled and there are few dogs tied to the sled. In the background there are few people standing on the snow, a vehicle, traffic signal, buildings and sky|Sled
dev-108-3-img1|a group of dogs running on the ground. In the background, we can see a few people standing and trees|Pug
dev-369-3-img1|a group of vehicles on the road. We can also see some people standing on the snow, a group of poles, wires, a signboard, a traffic signal, a group of trees and the sky|Sled
dev-196-0-img0|a person standing on the snow and holding a bag. We can also see a group of dogs with the belts. On the backside we can see a group of trees and the sky which looks cloudy|Dogs
dev-31-2-img0|a group of dogs running on the snow. In the background, we can see a group of people|Dogs
dev-564-2-img1|a dog. In the background there is grass|Dog
dev-713-1-img1|A large brown German shepherd dog stands proudly in a grassy field, its fur brown and its tongue pink. The dog's green fur and black nose are prominent features in the image. Its hind leg is extended, and its front paw is firmly planted on the ground. The dog's left ear is perked up, and its head is focused on the horizon. The cement building and the square window on the tan building are visible in the background. The bush in the foreground is small and green, while the shrubs behind the dog are also green. The grass is trimmed, and tracks in the grass are visible. The dog's tongue sticks out of its mouth, and its mouth is open wide|Dog
dev-664-2-img0|A hairless dog stands proudly in a field of flowers, its dark eyes shining. The dog's short tail and light brown coat are prominent features in the image. A grey tree trunk provides shade, while the dirt beneath the dog's paws is visible. The flowers in the grass are blue, and the tree leaves hanging down cast long shadows. The dog's wrinkles on its neck and the fat roll on its bottom are also noticeable. The background is green grass, and the tree trunk is thick and brown. The dog's nose is black, and its eyes are brown. The dog's tail is short, and its legs are strong. The dog is hairless, and its wrinkles on its back are visible|Dog
dev-108-3-img1|a group of dogs running on the ground. In the background, we can see a few people standing and trees|Dogs
dev-108-3-img1|a group of dogs running on the ground. In the background, we can see a few people standing and trees|Dogs
dev-109-2-img0|a collage of a dog|Dog
dev-1001-1-img1|a person sitting on the sled, there are some dogs, there are some people standing, there is a house, there are some trees, flags, poles, boards, also we can see the sky|Sled
dev-1001-1-img1|a person sitting on the sled, there are some dogs, there are some people standing, there is a house, there are some trees, flags, poles, boards, also we can see the sky|Sled
dev-1001-1-img1|a person sitting on the sled, there are some dogs, there are some people standing, there is a house, there are some trees, flags, poles, boards, also we can see the sky|House
dev-22-2-img1|A brown and white dog sits comfortably on the wood floor, its head resting on its paw. The dog's white chest and brown ear are prominent features in the image. A black and blue collar adorned with a logo is securely fastened around the dog's neck. The dog's pink tongue lolls out, and its nose is black. The dog's left ear is floppy, and its eye is bright. The front leg of the dog is extended, and its right eye is closed. The collar on the dog is blue, and the dog's coat is brown and white|Dog
dev-255-1-img0|A dog is lying on a bed|Dog
dev-869-2-img0|a dog and a cat. In the background we can see a person and a wooden object|Cat
dev-100-1-img0|a person's hand holding a rat. In the background there is a wall|Rat
dev-192-2-img0|a dog. On the left side of the image there is a person's hand holding a food item. At the bottom of the image there is a cloth|Dog
dev-109-1-img0|a dog on the floor. On the right side of the image we can see a person's hand|Penguins
dev-664-1-img0|a dog on the ground. We can also see some flowers, grass and a person standing beside it|Dog
dev-167-3-img0|a person and a dog. In the background of the image there is a mesh, grass, plants, trees, stones and other objects. At the bottom of the image there is the grass and wooden sticks. On the right side of the image there is a person's leg|Dog
dev-167-3-img0|a person and a dog. In the background of the image there is a mesh, grass, plants, trees, stones and other objects. At the bottom of the image there is the grass and wooden sticks. On the right side of the image there is a person's leg|Dog
dev-523-1-img1|An indoor medium close-up front view of two brown and white dogs standing side by side on a gray couch. The dog on the right has a white colored tail and a pink nose, and its head is pointed towards the left. The dog on the left has a white body and tail, and its head is pointed towards the right. The dog on the right is holding an orange and yellow colored dog toy between its paws, the dog is looking towards the dog toy with its nose. The dog on the left is looking towards the right, and behind both of the dogs is a gray wall that spans from left to right|Dogs
dev-350-0-img1|Two greyhounds, a male and a female, are laying down on a white blanket in a very loving embrace. The male dog has a white patch on his chest and a black nose. The female dog has a pink nose and white underbelly. The dogs are related and have a strong bond. They are getting along well and enjoying their day. The blanket is white and the pillow is white. The dogs are inside someone's house and appear to be looking for their master|Dogs
dev-109-2-img0|a collage of a dog|Dog
dev-109-2-img0|a collage of a dog|Dog
dev-109-2-img0|a collage of a dog|Dogs
dev-109-2-img1|A greyhound named [dog's name] is comfortably laying on a red overstuffed armchair in the living room. The dog's neck is brown, and its ear is visible. A pile of newspaper sits next to the chair. A wooden end table and a wooden table leg are also visible in the image. The dog's front leg is bent, and its paw is on the ground. The dog's head is resting on a pillow, and its tail is curled up|Dog
dev-538-1-img0|penguins on the snow|Penguins
dev-930-3-img0|a dead animal|Beaver
dev-945-2-img1|an animal. There are few flowers and plants in the image|Hamster
dev-167-3-img0|a person and a dog. In the background of the image there is a mesh, grass, plants, trees, stones and other objects. At the bottom of the image there is the grass and wooden sticks. On the right side of the image there is a person's leg|Dog
dev-168-0-img1|a metal object|Object
dev-14-3-img0|a golden color object|Pin
dev-100-1-img0|a person's hand holding a rat. In the background there is a wall|Rat
dev-100-1-img0|a person's hand holding a rat. In the background there is a wall|Rat
dev-100-1-img0|a person's hand holding a rat. In the background there is a wall|Rodent
dev-603-0-img1|a dog|Puppy
dev-794-1-img1|A brown bulldog named [insert name] is laying on the floor in a sunny patch of carpet. The dog's black nose and ears are prominent, while its eyes shine with a warm glow. Its right ear is particularly large, and its tail twitches excitedly. The bulldog's back left paw rests on the ground, and its right leg is extended. The sun shines on the dog's head and fur, casting long shadows on the carpet. The beige carpet and wooden leg of the table provide a cozy backdrop for this scene|Bulldog
dev-424-3-img0|A brown and white boxer dog on a leash stands alert, its ear perked up. The dog's leash is blue, and its collar is also blue. The dog's eyes are brown, and its tongue is pink. The dog is panting, and its leg is extended. The person wearing the yellow shoes is holding the leash, and the person wearing the blue jeans is standing next to the dog. The grass is green, and there is a black chair behind the dog|Dog
dev-14-2-img1|the earrings|Earrings
dev-14-1-img1|the earrings|Earrings
dev-14-2-img0|two pins|Pins
dev-855-1-img1|A small dog stands proudly in a field of green grass, its brown ears perked up. The dog's black nose is wrinkled in concentration, and its gray fur shines in the sunlight. The puppy's right ear and left ear are floppy, and its back leg is white. The grass is green and visible, and the dog's eyes are black. The puppy's eyes are bright and full of energy, and its head is tilted upwards, as if enjoying the moment|Dog
dev-238-0-img1|A black dog lies comfortably on a colorful blanket, resting on a grey sofa. A gray pillow and a multicolored blanket are prominently displayed on the sofa. The dog's tail, dark grey paws, and black ears are visible in the image. The dog's eyes are brown, and its chest has a white marking. The couch is grey, and the pillow next to the dog is red and gray. The crocheted blanket on the floor and the red blanket on the floor are also visible. The dog's head is resting on its paw, and its eyes are closed|Dog
dev-109-2-img1|A greyhound named [dog's name] is comfortably laying on a red overstuffed armchair in the living room. The dog's neck is brown, and its ear is visible. A pile of newspaper sits next to the chair. A wooden end table and a wooden table leg are also visible in the image. The dog's front leg is bent, and its paw is on the ground. The dog's head is resting on a pillow, and its tail is curled up|Greyhound
dev-14-0-img0|two pins|Pins
dev-168-0-img1|a metal object|Safety Pins
dev-168-0-img1|a metal object|Safety Pins
dev-1002-0-img0|a person cutting a sprite bottle with a box cutter|Bottle
dev-1002-1-img0|a bottle of fanta orange is being cut with a knife|Knife
dev-279-1-img1|A row of soda machines in a room, featuring a Pepsi cola machine, a water machine, and a red Dr. Pepper machine. The floor is brown tile, and the wall is white and plain. The vending machines are in a line, and the backlit Pepsi machine has a large brown bottle on its screen. The water machine has a large graphic of a bottle on its side, and the Dr. Pepper machine has a large graphic of a bottle on its machine. The floor is carpeted, and there is a shadow on the ground|Dr. Pepper
dev-109-2-img1|A greyhound named [dog's name] is comfortably laying on a red overstuffed armchair in the living room. The dog's neck is brown, and its ear is visible. A pile of newspaper sits next to the chair. A wooden end table and a wooden table leg are also visible in the image. The dog's front leg is bent, and its paw is on the ground. The dog's head is resting on a pillow, and its tail is curled up|Dog
dev-109-2-img1|A greyhound named [dog's name] is comfortably laying on a red overstuffed armchair in the living room. The dog's neck is brown, and its ear is visible. A pile of newspaper sits next to the chair. A wooden end table and a wooden table leg are also visible in the image. The dog's front leg is bent, and its paw is on the ground. The dog's head is resting on a pillow, and its tail is curled up|Dog
dev-109-3-img0|A black dog plays with a plastic container, its tail wagging. The dog's head is peeking into the bottle, and its black paws are on the carpet. The beige carpet and tan carpet on the floor provide a soft surface for the dog to play. The white couch and leg of the couch are in the background. The plastic bottle is on the carpet, and the label on the bottle is visible. The red towel and red clothes on the couch are also present in the image|Dog
dev-168-0-img1|a metal object|Safety Pins
dev-168-3-img0|a paper on which there are some pins and a scissor|Scissor
dev-1002-3-img0|A white plate topped with toys shaped like food, including a pizza, hot dogs, a hamburger, and French fries. The pizza has red sauce and cheese, while the hot dogs have yellow mustard and a green pickle. The hamburger has a brown top and green lettuce, and the French fries are in a red container. The plate also includes a black soda bottle, a brown hamburger bun, and a large gummy worm|Toys
dev-180-0-img0|a lipstick and a brush|Lipstick
dev-896-0-img0|a six pack of starr hill front row golden ale|Bottle
dev-167-0-img0|a dog. In the background of the image there are tables, chairs, windows, wall, television, speakers, toys and other objects. At the bottom of the image there is the floor|Dog
dev-360-0-img1|A group of puppies are playing on the carpet, their fur fluffy and their faces full of joy. The chair, made of wood, stands tall behind them. One puppy, black as night, rests on the ground, while another, white as snow, snuggles against its sibling. The pink blanket draped over the chair adds a touch of whimsy to the scene. The carpet, tan as a warm breeze, provides a soft landing pad for the puppies. The table, also made of wood, stands proudly next to the chair, while the drawer on the same surface protrudes slightly. The shadow of the table cast upon the carpet creates a sense of depth and dimension. The puppies are small, their fur soft and their eyes bright. The black puppy on the ground and the white puppy laying on its side add a touch of whimsy to the scene|Puppies
dev-843-3-img0|A zebra stands proudly next to a brown cow on a dirt field. The zebra's black and white striped face is visible, with its ear and nose protruding. A person's hand touches the zebra's face, while a bush stands behind the zebra. The zebra's hind legs are extended, and its front legs are firmly planted on the ground. The cow is feeding on the ground, its brown coat shining. A log lies on the ground in front of the zebra, and a tall grey tree trunk stands tall behind the zebra. The trees in the distance are tall and imposing, and the sky is blue with grey clouds|Cow
dev-109-3-img0|A black dog plays with a plastic container, its tail wagging. The dog's head is peeking into the bottle, and its black paws are on the carpet. The beige carpet and tan carpet on the floor provide a soft surface for the dog to play. The white couch and leg of the couch are in the background. The plastic bottle is on the carpet, and the label on the bottle is visible. The red towel and red clothes on the couch are also present in the image|Dog
dev-168-1-img1|earrings placed on the surface|Ducks
dev-81-2-img0|Three toy animals are perched on a white surface. A pink turtle, a white duck, and a white goose are the three toys in the image. The turtle has a green shell and a black eye. The duck has a yellow beak and a black eye. The goose has a pink beak and a black eye. The wire is grey and the barrette is made of metal. The barrette is on the hair|Duck
dev-516-2-img0|A plate of food with crab, lemon, and sauce. The plate is made of white porcelain and sits on a white, gray, and black marble table top. The food on the plate includes a cooked light brown crab, a small brown crab claw, crab meat, a piece of garnish, and a lemon wedge. The crab is orange and white, and the lemon wedge is yellow. There is also a bowl of dipping sauce, a bowl of sauce, and a tray full of lemon wedges. The sauce is red, and the dipping sauce is orange|Bowl
dev-168-3-img0|a paper on which there are some pins and a scissor|Scissors
dev-168-3-img0|a paper on which there are some pins and a scissor|Scissor
dev-109-3-img0|A black dog plays with a plastic container, its tail wagging. The dog's head is peeking into the bottle, and its black paws are on the carpet. The beige carpet and tan carpet on the floor provide a soft surface for the dog to play. The white couch and leg of the couch are in the background. The plastic bottle is on the carpet, and the label on the bottle is visible. The red towel and red clothes on the couch are also present in the image|Dog
dev-109-3-img0|A black dog plays with a plastic container, its tail wagging. The dog's head is peeking into the bottle, and its black paws are on the carpet. The beige carpet and tan carpet on the floor provide a soft surface for the dog to play. The white couch and leg of the couch are in the background. The plastic bottle is on the carpet, and the label on the bottle is visible. The red towel and red clothes on the couch are also present in the image|Carpet
dev-109-3-img1|Two dogs sniff a piece of food on the ground, their noses twitching. A brown dog with its tongue sticking out and a black and brown dog with its tongue lolling out are the two dogs in the image. The brown dog has a floppy ear and the black and brown dog has a large dark spot on its coat. The food is on the ground next to a yellow flower and a rock. A shadow on the ground cast by the dogs is visible. The dog with its tongue sticking out has a white and orange patch on its coat, while the other dog has a dark colored collar. The grey pavement is in the background|Dogs
dev-1002-1-img0|a bottle of fanta orange is being cut with a knife|Bottle
dev-1002-0-img0|a person cutting a sprite bottle with a box cutter|Pillow
dev-525-3-img0|a pillow on the table. In the background there is a wall|Bottle
dev-168-3-img0|a paper on which there are some pins and a scissor|Scissors
dev-168-3-img1|a chain with a pendant|Necklace
dev-168-2-img1|a chain and earrings placed on the surface|Chains
dev-37-0-img1|A dog and a small white animal are laying on a white rug. The dog has a brown and black tail, brown ears, and black fur on its belly. The puppy has black spots on its leg and a black nose. The dog's big leg is resting on the back of the small white animal. The dog's black nose is visible. The small white animal has a brown spot on its leg and a patch of black fur on its back. The rug is white with a design on it. The wall is white. The dog has black eyes and a brown eye|Dog
dev-109-1-img1|A grey dog with a blue collar stands patiently in the kitchen, its head tilted towards the camera. The dog's black nose is wrinkled, and its ears are perked up. The floor is tiled with beige tiles, and the cabinets are made of wood. The kitchen drawer is ajar, and a pet food bowl sits on the floor. The dog's eyes are blue, and its fur is grey. The collar on the dog is blue, and the dog's back legs are extended. The dog is waiting to be fed, and its eyes are droopy|Dog
dev-79-1-img1|In this image there are two dogs sitting on the floor|Dog
dev-1040-1-img1|a metal object with some decorative items|Jewelry
dev-1040-2-img0|a chain and a metal object on the white surface|Jewelry
dev-350-1-img0|a dog. In the background of the image there is a wall, lamp, door, sofa and other objects|Dog
dev-280-3-img0|A black and white dog stands proudly in a store, its left ear perked up and its right eye focused on the camera. The dog's black stripes and white paws are prominent features in the image. A bunch of dog foods are neatly arranged on the shelf, while a bag of dog food sits by the dog. The floor is white and speckled with black dots, and the dog's black nose is prominent. The dog's front left paw is extended, and its right eye is closed in a relaxed posture. The dog's black fur and black shoes are visible in the background|Dog
dev-109-3-img1|Two dogs sniff a piece of food on the ground, their noses twitching. A brown dog with its tongue sticking out and a black and brown dog with its tongue lolling out are the two dogs in the image. The brown dog has a floppy ear and the black and brown dog has a large dark spot on its coat. The food is on the ground next to a yellow flower and a rock. A shadow on the ground cast by the dogs is visible. The dog with its tongue sticking out has a white and orange patch on its coat, while the other dog has a dark colored collar. The grey pavement is in the background|Dogs
dev-1040-2-img1|a necklace|Necklace
dev-168-3-img1|a chain with a pendant|Necklace
dev-168-3-img1|a chain with a pendant|Necklace
dev-168-3-img1|a chain with a pendant|Pendant
dev-169-0-img0|A gorilla sits on the ground, eating a piece of banana in a green grass area. The gorilla's black arm is holding the banana, and its grey leg is extended. The banana is half-eaten, and the peel is on the ground. The gorilla is looking at the camera, and its grey nose is wrinkled. The rock behind the gorilla is large, and there is a large piece of wood on the ground next to the gorilla. The grass area is small, and there is a brown dirt area in the background|Gorilla
dev-418-1-img0|two gorillas on the ground. We can also see some grass, a group of plants and a tree|Gorillas
dev-109-3-img1|Two dogs sniff a piece of food on the ground, their noses twitching. A brown dog with its tongue sticking out and a black and brown dog with its tongue lolling out are the two dogs in the image. The brown dog has a floppy ear and the black and brown dog has a large dark spot on its coat. The food is on the ground next to a yellow flower and a rock. A shadow on the ground cast by the dogs is visible. The dog with its tongue sticking out has a white and orange patch on its coat, while the other dog has a dark colored collar. The grey pavement is in the background|Dogs
dev-109-3-img1|Two dogs sniff a piece of food on the ground, their noses twitching. A brown dog with its tongue sticking out and a black and brown dog with its tongue lolling out are the two dogs in the image. The brown dog has a floppy ear and the black and brown dog has a large dark spot on its coat. The food is on the ground next to a yellow flower and a rock. A shadow on the ground cast by the dogs is visible. The dog with its tongue sticking out has a white and orange patch on its coat, while the other dog has a dark colored collar. The grey pavement is in the background|Dogs
dev-112-1-img0|a group of ostriches on the ground. We can also see some plants, a group of trees and the sky|Ostriches
dev-818-1-img1|a gorilla sitting on the grass. In the background we can see rocks|Gorilla
dev-730-0-img1|a gorilla sitting on the ground. In the background we can see plants, grass and wooden logs|Gorilla
dev-216-3-img1|a gorilla. In the background there are trees|Gorilla
dev-1002-1-img0|a bottle of fanta orange is being cut with a knife|Knife
dev-1002-1-img0|a bottle of fanta orange is being cut with a knife|Oranges
dev-1002-1-img0|a bottle of fanta orange is being cut with a knife|Knife
dev-112-2-img0|a bird on the ground. We can also see some stones, plants, a group of trees and the bark of a tree|Bird
dev-878-0-img1|Two rams battle on a rocky hill, their horns clashing. The grass is tall and green, covering the ground. The rock is light grey and behind the goats. The rams have big horns, and the goat has horns on its head. The fur of the rams is brown, and the goat has a black eye. The legs of the goats are long and strong, and the back legs of the rams are strong and muscular. The rams are fighting, their horns locked together. The grass is green and visible, and the moss is growing on the ground|Rams
dev-872-1-img0|A ram and a goat are grazing peacefully in a green field. The ram has a white body, green grass under its feet, and a horn on its head. The goat has brown and white fur, black horns, and is eating grass. The field is full of tall grass and brown weeds. There is a stone on the ground next to the goat. The ram is eating grass with its horn on display. The goat's rear leg is extended as it eats grass. The mountain ledge is visible in the background. The rocky edge of the valley is also visible|Zebra
dev-1002-1-img1|three bottles with different colors of candies in it|Bottles
dev-979-0-img1|a bracelet|Bracelet
