img_path|caption
dev-630-3-img0|A stingray gracefully glides through the turquoise waters, its large eye shining with a vibrant black. The ray's tail extends gracefully behind its body, while its tentacles touch the water, mirroring the ripples below. The sand beneath the ray is shallow, revealing the vibrant white lines in the water. The ocean here is calm, creating a serene atmosphere. The stingray's mouth is open, as it feeds on the small fish that swim alongside it. The fins of the stingray are blue, and its body is gray, with a touch of brown on its head. This majestic creature is in its element, swimming freely in the vast ocean.
dev-768-3-img1|a crab on the sand. Here we can see the stones.
dev-760-1-img0|two birds in the water.
dev-172-1-img1|a penguin in the water.
dev-172-1-img1|a penguin in the water.
dev-733-0-img0|a group of monkeys.
dev-327-1-img1|a gorilla sitting on the ground. We can also see some plants and grass.
dev-172-1-img1|a penguin in the water.
dev-172-3-img0|a penguin on the snow.
dev-741-2-img0|a duck in the water.
dev-1004-1-img0|fishes and shells in the water.
dev-1004-1-img0|fishes and shells in the water.
dev-1004-1-img0|fishes and shells in the water.
dev-172-0-img0|A penguin stands proudly on a snow-covered field, its black tail contrasting sharply against its white body. The penguin's beak, a vibrant black, holds a fish firmly in its mouth. Its dark eyes scan the surroundings, while its webbed feet dig deep into the snow. The penguin's coat is a symphony of black and white, with a distinctive black stripe running down its back. Its wings, black and white, flutter gracefully, and its webbed feet provide stability. The penguin's tail, black as night, extends gracefully behind its body. The snow beneath its feet is pristine, untouched, and the calm water in front of the snow creates a serene backdrop.
dev-838-0-img0|A penguin stands proudly in the water, its wings spread. The penguin's chest is white, and its underbelly is gleaming. The water ripples behind the penguin, creating white waves. The penguin's wings are black, and its tail is long and slender. The penguin's eyes are bright, and its beak is sharp. The penguin is standing tall, its head held high. The water is calm, and the waves are gentle.
dev-538-3-img0|penguins on the ice. In the background there is water.
dev-1009-2-img1|a car on the snow. In the background there are mountains and sky.
dev-1009-0-img0|a car on the snow. In the background we can see mountains and sky.
dev-1009-0-img1|an orange range rover sits in the snow with the top down.
dev-1009-1-img0|a car on the snow. In the background we can see mountains, trees, poles, and sky.
dev-1009-2-img0|a car on the road. In the background there is sky.
dev-1009-1-img1|a car on the snow. In the background we can see mountains and sky.
dev-575-1-img0|A bird with a long beak flies gracefully over a large body of water. Its black feathers and vibrant white and blue plumage are evident. The bird's beak, a vibrant orange, contrasts against its grey wing and dark grey tail feathers. The bird's head is tilted towards the sky, its eyes focused on the horizon. The ocean below stretches endlessly beneath the bird, its dark blue water mirroring the bird's flight path. The bird's wings gracefully slice through the air, its two wings extending outwards. The bird's tail feathers dance in the wind, its gray tail feathers flowing behind it.
dev-172-3-img0|a penguin on the snow.
dev-172-3-img0|a penguin on the snow.
dev-172-3-img0|a penguin on the snow.
dev-17-2-img1|Two hypodermic needles sit on a wooden table. The needles are made of plastic and have black writing on the side. The number on one needle is 3, and the number on the other needle is 6. The table is brown, and the writing is in bold. The number 3 is large and black, and the number 6 is small and black. The needle tip is black, and the plunger is white. The tube is empty, and the injection is over.
dev-17-2-img0|two syringes that say 3cc on them and the letters bab under them.
dev-1009-2-img1|a car on the snow. In the background there are mountains and sky.
dev-1009-2-img1|a car on the snow. In the background there are mountains and sky.
dev-1009-2-img1|a car on the snow. In the background there are mountains and sky.
dev-115-3-img0|monkeys on the ground. In the background there are trees.
dev-115-3-img0|monkeys on the ground. In the background there are trees.
dev-116-0-img0|A wall mounted shelf with a desk underneath it.
dev-1009-3-img1|a car.
dev-1009-2-img0|a car on the road. In the background there is sky.
dev-667-2-img1|a car on the ground. In the background we can see the text and also the images of cars.
dev-1047-1-img1|a person's hand holding a syringe.
dev-116-2-img0|A wooden shelf showcases a potted plant and a framed picture. The plant has green leafs and is placed in a white flower pot. A painting hangs on the wall next to the shelf. A brown wooden ladder leans against the wall, and a small chest sits on the bottom shelf of the shelf. A box sits on the ladder, and a picture in a frame hangs on the wall. The picture frame is decorative and ornate. A decorative frame leans against the wall, and a picture of flowers hangs on the wall. The wall is light yellow and white. The plant sits on a shelf under the picture hanging on the wall. The chest is on a shelf, and the suitcase is sitting on the ground next to the chair.
dev-277-1-img1|A living room with a green couch and a black chair. The couch is upholstered in green, and the chair is black. There is a round wooden table with a vase of red flowers, and a black chair next to the table. A floor lamp with a black pole and white shade is also present. The bookshelf is silver and tall, and there is a gray rug on the wood floor. The wall is off-white, and there is a large framed picture hanging on the wall. The picture is black and white, and the wall is off-white. There is also a black and white picture on the wall, and a picture hanging on the wall. The rug on the floor is white, and there is a black and white rug on the wood floor. The plant on top of the bookshelf is a houseplant.
dev-252-3-img1|A dining room table with a glass top and black chairs. The table is made of glass, and the top of the table is also made of glass. There is a plant in the middle of the table, and the wall is painted white. The room is lit by a light hanging from the ceiling and a light that is turned on. The artwork in the black frame is hung on the wall, and the picture in the frame is hanging on the wall. The bamboo curtains are closed, and the brown long window curtain is hanging from the ceiling. The tall light brown tree trunk is in the center of the room, and the plant in the brown flowerpot is growing in the center of the table.
dev-429-3-img0|a car.
dev-641-2-img1|cars on the road. In the background we can see buildings, trees, poles, stairs and sky.
dev-17-3-img1|different sizes of syringes.
dev-393-1-img1|a bottle of pink liquid that says 'lirio' on it
dev-851-3-img1|A dining room table with a chandelier above it.
dev-621-0-img1|A cozy living room with a tall bookcase filled with shelves of items. The room is bathed in light from a large window with a wooden frame. A white chair sits in the corner of the room, draped in a brown blanket. A woven brown decorative basket sits on the floor next to an orange decorative vase. A tall brown narrow bookcase and a set of black and white vases are also visible. The walls are green, and the floor is wooden.
dev-221-3-img1|A set of transparent plastic syringes in varying sizes, suitable for medical dosing and fluid measurement.
dev-17-3-img1|different sizes of syringes.
dev-17-3-img1|different sizes of syringes.
dev-117-2-img0|a wooden door with metal handle and a lock.
dev-174-0-img1|a weight lifting machine.
dev-102-3-img0|a group of weights placed on the stand. On the backside we can see a wall and a pipe.
dev-174-0-img0|a weight lifting machine.
dev-174-3-img0|a weight rack full of black weights with white labels and blue weight labels.
dev-174-3-img1|a weight lifting machine.
dev-174-3-img1|a weight lifting machine.
dev-748-0-img0|animals on the grass. In the background we can see rocks.
dev-174-3-img1|a weight lifting machine.
dev-175-0-img0|Two men stand in a room, a poster on the wall and a painting on the back wall. A brown chair sits in the corner, with light shining on its back. The chair's legs are visible, and a part of its back is partially occupied by a person standing near the window. A different chair sits next to the one, and a statue on a stand sits between the two chairs. A light is on the wall, and a part of a floor is visible beneath the chair. A car is parked outside the window, and the window is open. The top of a chair is visible near the window, and a part of a floor is visible beneath the chair. A statue on a pedestal sits in the center of the room, and a man stands near the window, his head resting on the arm of the chair. The man's legs are visible, and the back of the chair is also visible.
dev-277-1-img1|A living room with a green couch and a black chair. The couch is upholstered in green, and the chair is black. There is a round wooden table with a vase of red flowers, and a black chair next to the table. A floor lamp with a black pole and white shade is also present. The bookshelf is silver and tall, and there is a gray rug on the wood floor. The wall is off-white, and there is a large framed picture hanging on the wall. The picture is black and white, and the wall is off-white. There is also a black and white picture on the wall, and a picture hanging on the wall. The rug on the floor is white, and there is a black and white rug on the wood floor. The plant on top of the bookshelf is a houseplant.
dev-830-2-img0|three notebooks open on a table
dev-871-1-img0|A bathroom with a sliding barn door leading to it. The room has a white flower vase with dried branches, a large white vase, a brown couch, a towel rack, a built-in book shelf, and a recessed light in the ceiling. There is also a picture hanging on the wall, a mirror on the wall, and rugs on the floor. The bathroom has a large sliding door made from wood, a bathtub and shower stall, a towel hanging on a rod, and hand towels on a rack. The living room has a part of a large wooden door, a white vase with plants in it, and a bookshelf. The light is on the ceiling, and there is a bright light on the wall. The doorway on the wall is visible, and there is a handle on the door.
dev-117-2-img0|a wooden door with metal handle and a lock.
dev-388-3-img1|a chair, table, books, flower pot, plant, photo frames on the wall, window, carpet, bed, wooden floor and a door.
dev-681-0-img1|This is a collage picture. In this picture we can see a person sitting on a chair and holding a scissor. We can see a person sitting on a chair and holding a camera. There are few people sitting on chairs. We can see a person standing. There are few objects on the table. We can see a few things on the left side. There is a mirror, a light and a few things on the wall. We can see a few things on the right side. There is a board and a few things on the right side.
dev-591-1-img0|A modern bathroom with a large screen television and a chair. The room has a sleek white and grey design, with white tiles and a marble shelf. The large screen TV is the centerpiece of the room, while the comfortable red chair and folded towels provide a sense of relaxation. The grey and white tiles on the floor and the multi-colored tiles on the wall add a touch of whimsy to the space. The red candle on the shelf and the two red candles on the ledge create a warm and inviting atmosphere. The folded towels on the shelf and the large brown shelf add a sense of practicality to the room. The grey chair with red cushions and the window with closed blinds complete the modern and stylish space.
dev-780-3-img1|a man is sitting in a chair next to a large shipping container that says "apl" on it.
dev-175-0-img0|Two men stand in a room, a poster on the wall and a painting on the back wall. A brown chair sits in the corner, with light shining on its back. The chair's legs are visible, and a part of its back is partially occupied by a person standing near the window. A different chair sits next to the one, and a statue on a stand sits between the two chairs. A light is on the wall, and a part of a floor is visible beneath the chair. A car is parked outside the window, and the window is open. The top of a chair is visible near the window, and a part of a floor is visible beneath the chair. A statue on a pedestal sits in the center of the room, and a man stands near the window, his head resting on the arm of the chair. The man's legs are visible, and the back of the chair is also visible.
dev-175-0-img0|Two men stand in a room, a poster on the wall and a painting on the back wall. A brown chair sits in the corner, with light shining on its back. The chair's legs are visible, and a part of its back is partially occupied by a person standing near the window. A different chair sits next to the one, and a statue on a stand sits between the two chairs. A light is on the wall, and a part of a floor is visible beneath the chair. A car is parked outside the window, and the window is open. The top of a chair is visible near the window, and a part of a floor is visible beneath the chair. A statue on a pedestal sits in the center of the room, and a man stands near the window, his head resting on the arm of the chair. The man's legs are visible, and the back of the chair is also visible.
dev-175-2-img0|a person standing on the floor, there are some books, papers, a table, a mirror, a speaker and some other objects on the table, there is a wall and a window.
dev-127-1-img1|A hospital room with a bed and a window. The room has a white pillow on the bed, a silver light fixture on the wall, a white shade on the window, and a window with black trim. There is also a tray for food, a silver pull handle on the door, an IV pole next to the bed, and a metal tray on the bedside table. The bed has a teal blanket and a turquoise blanket. The room has a window view of buildings, including a large window and a window on the wall. There is also a light on the wall, a remote control for the bed, and an electrical socket on the wall.
dev-857-0-img1|a bathtub, window, flower vase, mirror, lights, taps, cupboards, wall and other objects. In the background of the image there is a wall. On the right side of the image there is a watermark.
dev-857-3-img0|a wash basin, taps, flower vase, mirrors, lights, wall, floor and other objects.
dev-499-1-img0|two deers standing on the ground. In the background we can see trees.
dev-985-0-img0|two animals on the ground. We can also see some plants and a group of trees.
dev-34-0-img0|a room with glass doors. In the room there is a chair, table, window and a door. On the right side of the image there is a wall with a mirror. In the mirror we can see the reflection of a chair, table, window and a door. At the top of the image there is the ceiling with lights.
dev-871-1-img1|A room with a large wooden door and a rug. The room has a white ceiling fixture and white trim by the door. There is a black and white painting on the wall, a black and white photo on the wall, and a geometric design on the rug. The room also has a smoke detector on the ceiling, a metal rod for hanging curtains, and a piece of art on the wall. The doorway into the hallway is open, and the hallway has a wooden floor and a carpeted floor. There is also a picture hanging on a wall, a light hanging from the ceiling, and a black metal hook on the wall. The room has a gray and white rug on the floor, a light switch on the wall, and a smoke alarm on the ceiling. There is also a small lamp hanging from the ceiling, a wooden door of the room, and a black metal door handle. The room has a unique art piece on the wall, a wooden plank used as decor, and a brown wooden stair case.
dev-475-3-img0|a deer standing on the ground. In the background we can see trees and grass.
dev-720-2-img0|a ram. At the bottom of the image there is grass. In the background of the image there is a wall.
dev-710-2-img1|a bed, pillows, books, carpet, slippers, curtains, window, wall, photo frame, and a table. On the table there are books.
dev-175-2-img0|a person standing on the floor, there are some books, papers, a table, a mirror, a speaker and some other objects on the table, there is a wall and a window.
dev-175-2-img0|a person standing on the floor, there are some books, papers, a table, a mirror, a speaker and some other objects on the table, there is a wall and a window.
dev-835-3-img0|A wooden cabinet with glass doors and drawers, showcasing a variety of textures and designs. The cabinet has two doors with glass panels, a drawer with a glass panel, and a large cabinet with a glass panel. The doors are closed, except for one on the right side which is open. The glass on the door reflects the surrounding light, creating a shimmering effect. The cabinet is made of wood, with wooden drawers and a wooden base. The grain of wood is visible throughout the surface of the cabinet.
dev-835-2-img1|a wooden cupboard.
dev-175-2-img1|A man sits in a barber chair, getting his hair cut. The barber chair is red, and the man has black hair. The barber shop is brightly lit, with a number of pictures hanging on the wall. The man is talking to the barber, and the barber is working on cutting his hair. The man has a pierced ear, and the barber shop is in a mall.
dev-175-0-img0|Two men stand in a room, a poster on the wall and a painting on the back wall. A brown chair sits in the corner, with light shining on its back. The chair's legs are visible, and a part of its back is partially occupied by a person standing near the window. A different chair sits next to the one, and a statue on a stand sits between the two chairs. A light is on the wall, and a part of a floor is visible beneath the chair. A car is parked outside the window, and the window is open. The top of a chair is visible near the window, and a part of a floor is visible beneath the chair. A statue on a pedestal sits in the center of the room, and a man stands near the window, his head resting on the arm of the chair. The man's legs are visible, and the back of the chair is also visible.
dev-59-1-img1|A black wooden sled sits on a white snow-covered ground. The sled has a black seat and a black pad. The right end of the sled has a brown piece of wood and a black strap holding wood together. The middle of the sled has a section of black fabric and a right strap holding wood together. The left end of the sled has a wood bolt in wood and a left strap holding wood together. The sled has a white rope on the side and a white rope attached to the wood piece on the back. There is a black net on the sled and a shadow on the ground.
dev-1019-3-img0|A group of people in green shirts, including a woman and two girls, are standing around a table with a white tray of food. The woman has a ponytail and is holding a white cup. The girl with dark brown hair is holding a white tray with a burger on it. The girl with blonde hair is pointing at the food. The carton of milk is on the table. The picture is taken outdoors.
dev-381-1-img0|a boy sitting on the chair and a man standing behind him and cutting his hair. In the background we can see a window, photo frames on the wall, a person standing on the floor and a light.
dev-631-1-img0|A man is sitting in a barber chair getting a haircut. His hair is being cut very short and the barber is talking to him while he works. The man is wearing a red apron and has a dark colored mustache. The barber shop is brightly lit with neon light tubes. There are several items on the counter, including a black and yellow tube, a part of a cloth, a red and white fire extinguisher, and a black bottle with red and white lid. The man is getting a buzz cut and the barber is busy cutting his hair.
dev-672-3-img1|a person standing on the grass. We can also see a house with a roof, a blue colored cloth and the sky which looks cloudy.
dev-385-2-img0|a woman standing on the ground and holding a water can in the hands. We can also see a bucket, a water pump, a group of plants, flowers, a group of trees, a fence, a group of poles, a building with windows and the sky which looks cloudy.
dev-670-1-img1|a door with a lock and a key.
dev-1011-3-img1|Two men in blue clothing stand atop a roof, working on its construction. The sky is light blue with many white clouds. The house has a straw roof and wooden frames. One man wears a white hat and blue pants, while the other wears a black cap and jeans. The roof is made of straw, and the frame is made of wood. The clouds are white.
dev-381-2-img0|A man sits in a chair with a gun in his hand. He has a black and white shirt, black and white fabric under his arm, and a black cloth on his head. A man stands behind him, holding a pair of scissors. There is a mirror against the wall, a wood and metal chair, and a green and white fabric hanging from the wall. The gun is in the man's hand, and there is a brown and black gun on the floor. The man is wearing green pants and a white shirt. There is a square mirror on the wall, and a man is taking a picture in the mirror. The man sitting in the chair has a red frame around the mirror, and there is a framed mirror on the wall. The man sitting on the chair has a green and white valance on the wall, and there is a patterned green cloth on the wall. The man standing behind the chair has a small brown box on the wall. The man wearing glasses has a reflection of the man in the mirror.
dev-175-2-img1|A man sits in a barber chair, getting his hair cut. The barber chair is red, and the man has black hair. The barber shop is brightly lit, with a number of pictures hanging on the wall. The man is talking to the barber, and the barber is working on cutting his hair. The man has a pierced ear, and the barber shop is in a mall.
dev-333-0-img1|A room with a couch, counter, and a skateboard. A woman is sitting on the counter, using a kitchen sink and washing dishes. There is a plant on the windowsill, a green plant in a white vase, and a picture of a skull on the wall. The window is very bright, and the wall is white. The skateboard is leaning against the wall, and there is a red and white sign on the wall. The plant has green leafs, and the kitchen sink and counter are blue. There is also a large painting on the wall and a picture of a skull with crossed bones.
dev-830-2-img0|three notebooks open on a table
dev-175-2-img1|A man sits in a barber chair, getting his hair cut. The barber chair is red, and the man has black hair. The barber shop is brightly lit, with a number of pictures hanging on the wall. The man is talking to the barber, and the barber is working on cutting his hair. The man has a pierced ear, and the barber shop is in a mall.
dev-175-3-img1|a woman wearing a hat and holding a brush in her hand. In the background we can see a mirror and a wall.
dev-631-2-img1|A man sits in the barber's chair, getting a haircut. The barber's mirror reflects the man's black hair and the conversation between the two men. The man's collar is down, and his ear is long. The barber's scissors are cutting the man's hair, and the spray bottle is being used to keep the man comfortable. The man's hand rests on the arm of the chair, and his mouth is open. The barber's mirror is on the wall, and the logo on the cape is visible. The wire cord is draped over the floor, and the t-shirt of the man is black. The jeans are blue, and the watch is silver. The man is multi-colored, and the hair is brown.
dev-698-2-img1|A dog named Brown is swimming in a pool of bright blue water. The water is crystal clear, and the sun shines down on the dog's tan fur. The dog's head is tilted back, his ears are perked up, and his tail is wagging. The ripples in the water dance around the dog, and the light reflection on the water creates a mesmerizing display. The pool wall is white, and the rim of the pool is silver. The water is dark blue, and the light blue pool water reflects the sun. The dog's nose is black, and his coat is a mix of brown and white. The dog is floating in the water, and his body is relaxed.
dev-743-2-img0|A brown and white dog named Fido is swimming in a large pool of blue water. The water is calm and ripples gently. The dog's brown fur is wet and his black nose is wrinkled. He is looking for his master and appears to be enjoying himself. The dog is close to a rock and has a brown ear and a brown back. His eyes are open and his front leg is extended. The dog is out in the sunshine and appears to be having a great time.
dev-119-0-img1|A small brown and white dog runs happily in a green field, its tail wagging wildly. The dog's legs are black, and its ears are tan. The grass is long and green, and the flowers in the grass are white. A car is parked in the background, and the concrete walkway is visible. The dog's head is black and white, and its nose is black. The dog is casting a shadow on the ground.
dev-285-1-img1|a group of people sitting on the chairs around the table. On the table we can see the plates, glasses, spoons and also the forks. We can also see the mobile phones. In the background we can see the wall, lamp and also the table.
dev-696-2-img1|a man sitting on the chair and holding a book in his hand. In the background we can see a mirror, lamp, table, bottles, glass cupboard, photo frame, wall and a glass door.
dev-381-0-img1|a woman sitting and smiling. We can also see two women standing beside her. On the backside we can see a photo frame on a wall, a door, a curtain and a table containing some bottles on it.
dev-472-0-img1|A group of sea lions basking in the sun on a large rock, their playful spirits evident in their splashes and playful interactions. The wet fur and glistening water create a vibrant scene, while the plants growing between the rocks add a touch of whimsy. The sea lions range in color from dark brown to light brown, their wet brown fur contrasting with the clean water. The splashes of water from the sea lions dance in the air, creating a symphony of motion. The overall scene is serene and captivating, offering a glimpse into the world of these majestic creatures.
dev-121-0-img1|A sea lion gracefully glides through the clear blue water, its head above the surface. The sun shines upon its sleek form, reflecting off its wet fur. A green buoy bobs alongside the sea lion, while green netting hangs from a rope attached to its tail. The sea lion's eyes are closed in contentment, and its trunk extends towards the sky. The rocky shore lies in the distance, and the waves ripple gently beneath the surface. The sea lion's reflection is visible in the water, and the ripples created by its movement dance around it.
dev-381-2-img1|a person sitting on the chair and a person standing beside him. In the background we can see photo frames, posters, bottles and some other objects.
dev-175-3-img1|a woman wearing a hat and holding a brush in her hand. In the background we can see a mirror and a wall.
dev-175-3-img1|a woman wearing a hat and holding a brush in her hand. In the background we can see a mirror and a wall.
dev-175-3-img1|a woman wearing a hat and holding a brush in her hand. In the background we can see a mirror and a wall.
dev-176-2-img1|a hamster lies on its back with its eye closed and the text "talons of death" written in red above it.
dev-176-0-img1|a rat on the surface. In the background we can see a wooden object.
dev-45-2-img0|a dog on the grass.
dev-978-1-img0|A small dog stands proudly on a lush green field, its fluffy tail flowing behind. The dog's black and brown fur shines in the sun, and its eyes are focused on the horizon. Its white back paw rests on the grass, while its black nose sniffs the air. The dog's right ear perches forward, and its brown stripe on its back is visible. A thin black leash is attached to the dog's collar, and a metal clip on the leash secures it to the ground. The grass beneath the dog is green and lush, and the field is filled with many blades of grass. The dog's brown and black tail is fluffy and bushy, and its black ears are prominent. The dog's eye is bright and alert, and its white paw is white as snow.
dev-228-2-img0|A large brown German Shepherd dog stands proudly on a lush green field, its leash securely fastened to a silver metal collar. The dog's coat is a mix of brown and white, and its eyes are a dark color. The leash is white, and the collar is made of metal. The dog has a black nose and large ears. The street is made of asphalt, and the cement curb is on the side of the street. The truck is white, and the silver car is driving down the street.
dev-224-2-img0|a dog on the floor. In the background we can see a wall, wooden object and a curtain.
dev-422-3-img0|A white hamster named "Guppy" is eating a piece of broccoli on a white towel. The hamster has a pink nose, black fur on its head, and grey eyes. It is sitting on top of a white towel, which is folded on the table. The broccoli is green, and the leaves on the painting are also green. The wall on the side of the building is grey, and there is a grey stripe on the wall. The guppy is only half eating the broccoli. The left ear of the hamster is black, and the right ear is white. The hamster has a black spot on its back.
dev-1012-0-img0|a dog sleeping on the ground. We can also see some grass, leaves and a shoe beside it.
dev-1013-1-img0|a dog in the water.
dev-1013-3-img1|a dog in the water.
dev-130-3-img1|a dog holding a stick in the mouth. In the background there is grass.
dev-45-0-img1|a dog. In the background there is grass. At the bottom there is text.
dev-25-3-img0|two dogs on the grass. In the background we can see plants and a road.
dev-119-0-img1|A small brown and white dog runs happily in a green field, its tail wagging wildly. The dog's legs are black, and its ears are tan. The grass is long and green, and the flowers in the grass are white. A car is parked in the background, and the concrete walkway is visible. The dog's head is black and white, and its nose is black. The dog is casting a shadow on the ground.
dev-80-2-img0|a rat. In the background of the image there are some objects. At the bottom of the image there is the floor.
dev-176-2-img1|a hamster lies on its back with its eye closed and the text "talons of death" written in red above it.
dev-176-2-img1|a hamster lies on its back with its eye closed and the text "talons of death" written in red above it.
dev-498-2-img1|a dog on the floor.
dev-64-3-img1|Four puppies are being held in a person's arms.
dev-498-0-img1|A woman holds a brown and white puppy on her lap, its paw resting on a large plastic bin. The woman wears a white shirt and brown sweater, while the puppy has a black nose, brown ears, and a brown back. A black box sits next to the woman. The puppy is sitting on a table, and the woman is petting it. The dog's right ear is visible, and its left ear is on its head. The woman's right hand is petting the puppy, and her left hand is holding a green plant pot. The dog's right paw is on the table, and its left paw is on the woman's leg. The woman is wearing a ring on her finger, and the puppy has a brown spot on its coat.
dev-176-2-img1|a hamster lies on its back with its eye closed and the text "talons of death" written in red above it.
dev-177-0-img1|a jellyfish in the water.
dev-119-0-img1|A small brown and white dog runs happily in a green field, its tail wagging wildly. The dog's legs are black, and its ears are tan. The grass is long and green, and the flowers in the grass are white. A car is parked in the background, and the concrete walkway is visible. The dog's head is black and white, and its nose is black. The dog is casting a shadow on the ground.
dev-119-0-img1|A small brown and white dog runs happily in a green field, its tail wagging wildly. The dog's legs are black, and its ears are tan. The grass is long and green, and the flowers in the grass are white. A car is parked in the background, and the concrete walkway is visible. The dog's head is black and white, and its nose is black. The dog is casting a shadow on the ground.
dev-123-0-img0|A panda bear sits comfortably on its rear paws, holding a bamboo stick with two paws. The panda's black eyes are closed, and its mouth is slightly open. The bear's head is tilted slightly back, and its left ear is slightly raised. The panda's front paws are firmly planted on the ground, and its right paw is resting on the bamboo stick. The panda's fur is soft and silky, and its black and white coat is a sight to behold. The panda's eyes are full of life and wonder, and its posture is relaxed and content.
dev-1013-1-img0|a dog in the water.
dev-1013-1-img0|a dog in the water.
dev-1013-1-img0|a dog in the water.
dev-24-3-img1|A close up view of a pink and green anemone fish swimming in an aquarium. The anemone fish are in the forefront, casting a shadow underneath themselves onto the blue ground. The ground underneath the fish is covered in small white pebbles. Small pieces of grass are scattered around the ground. A blue light is shining from the top of the image.
dev-335-0-img1|underwater plants.
dev-636-1-img1|a fish in the water.
dev-329-3-img1|a panda on the wooden log.
dev-895-2-img0|two pandas. In the background, we can see trees.
dev-35-2-img0|pandas on the ground. In the background there is grass.
dev-1013-3-img1|a dog in the water.
dev-1013-1-img0|a dog in the water.
dev-478-3-img0|a dog on the ground. In the background we can see trees and sky.
dev-1013-3-img0|a dog on the rock. We can also see some water.
dev-267-3-img1|a dog on the wooden surface. In the background, we can see the grass.
dev-498-0-img0|a dog on the grass. We can also see a wall and a text.
dev-230-1-img0|A panda bear sits comfortably on its rear, its paw firmly in its mouth. The tall bamboo tree behind the bear casts long shadows across the lush green grass. The tree trunk is adorned with bark and leaves, while the green bamboo leaf hangs gracefully from the branches. The panda's black ears and white face are prominent features, and its black paw rests on the ground. The bear's eyes are closed in contentment, and its belly is visible. Two pandas are depicted in the image, one sitting next to the other. The panda's nose is black, and its mouth is open wide in a relaxed smile. The image also includes a yellow string on the tree, a black panda paw, and the panda's closed eye.
dev-123-3-img1|A panda bear rests on a wooden log, its black eyes reflecting the light. The baby panda, with its fluffy black ears and pale brown face, leans on a tree limb, its big eyes shining. The panda's black nose and ear are prominent features, while its white fur and black arms and legs create a striking contrast against the gray log. The panda's head is tilted downwards, its soft white fur covering its eyes. The log is long and weathered, providing a comfortable resting place for the slumbering panda.
dev-123-0-img0|A panda bear sits comfortably on its rear paws, holding a bamboo stick with two paws. The panda's black eyes are closed, and its mouth is slightly open. The bear's head is tilted slightly back, and its left ear is slightly raised. The panda's front paws are firmly planted on the ground, and its right paw is resting on the bamboo stick. The panda's fur is soft and silky, and its black and white coat is a sight to behold. The panda's eyes are full of life and wonder, and its posture is relaxed and content.
dev-177-0-img1|a jellyfish in the water.
dev-177-0-img1|a jellyfish in the water.
dev-1013-3-img1|a dog in the water.
dev-1013-3-img1|a dog in the water.
dev-1013-3-img1|a dog in the water.
dev-177-0-img1|a jellyfish in the water.
dev-177-1-img1|A fish with a lot of coral on its back swims gracefully through the clear blue water. The fish has a lot of spikes on its back and a long tail. The water is clear blue and the coral is all over the fish. The fish is brown and white with red stripes on its side. There is a shadow of the fish on the ground and a reflection of the fish in the water. The fish is swimming in the ocean and the water is very clear.
dev-123-0-img0|A panda bear sits comfortably on its rear paws, holding a bamboo stick with two paws. The panda's black eyes are closed, and its mouth is slightly open. The bear's head is tilted slightly back, and its left ear is slightly raised. The panda's front paws are firmly planted on the ground, and its right paw is resting on the bamboo stick. The panda's fur is soft and silky, and its black and white coat is a sight to behold. The panda's eyes are full of life and wonder, and its posture is relaxed and content.
dev-123-0-img0|A panda bear sits comfortably on its rear paws, holding a bamboo stick with two paws. The panda's black eyes are closed, and its mouth is slightly open. The bear's head is tilted slightly back, and its left ear is slightly raised. The panda's front paws are firmly planted on the ground, and its right paw is resting on the bamboo stick. The panda's fur is soft and silky, and its black and white coat is a sight to behold. The panda's eyes are full of life and wonder, and its posture is relaxed and content.
dev-125-2-img1|a dog on the wooden log. In the background we can see trees and sky.
dev-1014-3-img1|a group of televisions.
dev-162-3-img1|different types of televisions.
dev-1014-3-img0|televisions placed on the ground.
dev-177-0-img1|a jellyfish in the water.
dev-593-0-img0|the painting of jellyfish.
dev-613-0-img1|a jellyfish in the water.
dev-125-3-img0|a dog sitting on the floor. In the background we can see a building, persons sitting on the bench and a car on the road.
dev-885-1-img0|A man sits on the grass, petting his brown dog. The dog's ear is visible, and its tongue is sticking out. The man's hand is touching the dog's head, and his arm is wrapped around the dog. The grass is lush and green, and the sun shines down on the man and his dog. The dog's nose is black, and its mouth is open. The man is wearing a black belt and a white shirt, and his sock is white. The dog is brown and black, and the man has a light complexion.
dev-713-2-img1|a dog on the grass. In the background we can see trees and sky.
dev-177-2-img1|A jellyfish gracefully glides through the turquoise waters of the ocean, its vibrant orange body contrasting against the crystal-clear blue water. The jellyfish's tentacles extend gracefully, mimicking the ripples in the waves. The ocean's gentle current carries the jellyfish, while its delicate fins flutter in the breeze. The jellyfish's intricate pattern of black lines and white lines on its skin is evident, as it floats effortlessly in the water. The bubbles emanating from the jellyfish's body dance and shimmer, creating a mesmerizing spectacle.
dev-228-0-img1|a dog on the ground. We can also see a belt tied to its neck. On the backside we can see some grass.
dev-197-1-img0|two dogs. In the background of the image there is grass.
dev-125-2-img1|a dog on the wooden log. In the background we can see trees and sky.
dev-178-1-img0|A grey and white husky named [insert name] is enjoying its meal in a gravel area. The bowl of food is silver, and the dog's ear is facing backwards. The dog's front leg is white, and its nose is black. The dog is chewing on a bone, and its left ear is floppy. The ground is grey, and there is a rock on the ground. The dog's leg is white, and its back leg is extended. The dog's eyes are closed, and its mouth is full of food.
dev-623-3-img0|two wolves. In the background of the image there are trees and snow.
dev-1014-1-img1|a group of televisions.
dev-125-2-img1|a dog on the wooden log. In the background we can see trees and sky.
